Item;r_object_id;i_antecedent_id;i_chronicle_id;r_version_label;r_creation_date;i_has_folder;a_content_type;r_link_cnt;object_name;numero_vale;subject;title;r_object_type;codigo_site;fase;id_projeto;id_empresa_projeto;id_subarea;codigo_disciplina;r_is_virtual_doc;documento_fornecedor;numero_documento_base;area_funcional;revisao;sigla_idioma;numero_paginas;nome_formato;sigla_finalidade_devolucao;id_tag;tag_antigo;numero_ld;localizacao_acervo;sigla_tipo_emissao;confidencial;numero_vale_antigo;observacoes;data_emissao_prevista;data_emissao_reprog;data_emissao_realiz;avanco_fisico;codigo_atividade;item_contrato;medicao;coringa;substituto;padronizado;livre;data_reuniao;localidade;data_envio;nome_remetente;nome_destinatario;sigla_fluido;sigla_especificacao;sequencial_linha;equipamento;rc_referencia;rp_referencia;rt_referencia;numero_contrato;numero_contratada;id_empresa_contratada;server_path
253;09035f518223191a;09035f5182231918;09035f5182231909;CURRENT|1.2;24/07/2015 17:01:42;1;excel8book;0;FD-8032PZ-M-00009_REV_2.XLS;FD-8032PZ-M-00009;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - RESERVATORIO DE AR COMPRIMIDO - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;2;;7;A4;;;VA-832P-01;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;11/03/2015 00:00:00;0;;;MEASURED_100;EVENTO 24;;1;GRDC-0398/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/68.xls
254;09035f518223190a;0000000000000000;09035f518223190a;1.0;24/07/2015 17:01:42;0;excel8book;0;FD-8032PZ-M-00013_REV_0.XLS;FD-8032PZ-M-00013;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - BICOS INJETORES DE FLUIDIZACAO - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;0;;2;A4;;0000000000000000;EE-12|EE-11|EE-10|EE-09|EE-08|EE-07|EE-06|EE-05|EE-04|EE-03|EE-02|EE-16|EE-15|EE-01|EE-13|EE-14;LD-832P-98-31060;;B;0;;;nulldate;nulldate;17/12/2014 00:00:00;0;;;MEASURED_100;EVENTO 65;;1;GRDC-0145/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/69.xls
255;09035f518223191c;09035f518223190a;09035f518223190a;1.1|CURRENT;24/07/2015 17:01:43;1;excel8book;0;FD-8032PZ-M-00013_REV_1.XLS;FD-8032PZ-M-00013;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - BICOS INJETORES DE FLUIDIZACAO - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;1;;2;A4;;;EE-09|EE-10|EE-11|EE-12|EE-13|EE-14|EE-15|EE-16|EE-08|EE-01|EE-02|EE-03|EE-04|EE-05|EE-06|EE-07;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;11/03/2015 00:00:00;0;;;MEASURED_100;EVENTO 65;;1;GRDC-0398/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/6a.xls
256;09035f518223190b;0000000000000000;09035f518223190b;1.0;24/07/2015 17:01:44;0;excel8book;0;FD-8032PZ-M-00010_REV_0.XLS;FD-8032PZ-M-00010;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - SECADOR DE AR - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;0;;5;A4;;0000000000000000;TP05SC;LD-832P-98-31060;;B;0;;;nulldate;nulldate;20/11/2014 00:00:00;0;;;MEASURED_100;EVENTO 20;;0;GRDC-1687/14, CP, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/6b.xls
257;09035f518223191e;09035f518223190b;09035f518223190b;1.1;24/07/2015 17:01:45;0;excel8book;0;FD-8032PZ-M-00010_REV_1.XLS;FD-8032PZ-M-00010;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - SECADOR DE AR - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;1;;5;A4;;0000000000000000;TP05SC;LD-832P-98-31060;;C;0;;;nulldate;nulldate;17/12/2014 00:00:00;0;;;MEASURED_100;EVENTO 20;;1;GRDC-0020/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/6c.xls
258;09035f5182231920;09035f518223191e;09035f518223190b;CURRENT|1.2;24/07/2015 17:01:46;1;excel8book;0;FD-8032PZ-M-00010_REV_2.XLS;FD-8032PZ-M-00010;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - SECADOR DE AR - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;2;;5;A4;;;TP05SC;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;13/03/2015 00:00:00;0;;;MEASURED_100;EVENTO 20;;1;GRDC-0398/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/6d.xls
259;09035f518223190c;0000000000000000;09035f518223190c;1.0;24/07/2015 17:01:46;0;excel8book;0;FD-8032PZ-M-00014_REV_0.XLS;FD-8032PZ-M-00014;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - FLUIDIZACAO USINA 3 - SECADOR DE AR - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;0;;5;A4;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;28/11/2014 00:00:00;0;;;MEASURED_100;EVENTO 22;;1;GRDC-1733/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/6e.xls
260;09035f5182231922;09035f518223190c;09035f518223190c;1.1;24/07/2015 17:01:48;0;excel8book;0;FD-8032PZ-M-00014_REV_1.XLS;FD-8032PZ-M-00014;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - FLUIDIZACAO USINA 3 - SECADOR DE AR - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;1;;5;A4;;0000000000000000;;LD-832P-98-31060;;C;0;;;nulldate;nulldate;17/12/2014 00:00:00;0;;;MEASURED_100;EVENTO 22;;1;GRDC-0020/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/71.xls
261;09035f5182231926;09035f5182231922;09035f518223190c;CURRENT|1.2;24/07/2015 17:01:49;1;excel8book;0;FD-8032PZ-M-00014_REV_2.XLS;FD-8032PZ-M-00014;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - FLUIDIZACAO USINA 3 - SECADOR DE AR - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;2;;5;A4;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;12/03/2015 00:00:00;0;;;MEASURED_100;EVENTO 22;;1;GRDC-0398/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/72.xls
262;09035f518223190d;0000000000000000;09035f518223190d;1.0;24/07/2015 17:01:49;0;excel8book;0;FD-8032PZ-M-00011_REV_0.XLS;FD-8032PZ-M-00011;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - VALVULA RECEPTORA - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;0;;3;A4;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;02/03/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 75;;1;GRDC-0452/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/73.xls
263;09035f5182231928;09035f518223190d;09035f518223190d;1.1;24/07/2015 17:01:50;0;excel8book;0;FD-8032PZ-M-00011_REV_1.XLS;FD-8032PZ-M-00011;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - VALVULA RECEPTORA - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;1;;3;A4;;0000000000000000;;LD-832P-98-31060;;C;0;;;nulldate;nulldate;09/04/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 75;;1;GRDC-0528/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/74.xls
264;09035f518223192a;09035f5182231928;09035f518223190d;CURRENT|1.2;24/07/2015 17:01:51;1;excel8book;0;FD-8032PZ-M-00011_REV_2.XLS;FD-8032PZ-M-00011;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - VALVULA RECEPTORA - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;2;;3;A4;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;28/04/2015 00:00:00;0;;;MEASURED_100;EVENTO 75;;1;GRDC-0588/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/75.xls
265;09035f518223190e;0000000000000000;09035f518223190e;1.0;24/07/2015 17:01:52;0;excel8book;0;FD-8032PZ-M-00015_REV_0.XLS;FD-8032PZ-M-00015;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - VALVULA ESFERA - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;0;;3;A4;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;02/03/2015 00:00:00;0;;;MEASURED_100;EVENTO 76;;1;GRDC-0452/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/76.xls
266;09035f518223192c;09035f518223190e;09035f518223190e;CURRENT|1.1;24/07/2015 17:01:53;1;excel8book;0;FD-8032PZ-M-00015_REV_1.XLS;FD-8032PZ-M-00015;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - VALVULA ESFERA - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;1;;3;A4;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;09/04/2015 00:00:00;0;;;MEASURED_100;EVENTO 76;;1;GRDC-0528/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/77.xls
267;09035f518223192d;0000000000000000;09035f518223192d;1.0;24/07/2015 17:01:53;0;excel8book;0;FD-8032PZ-M-00016_REV_0.XLS;FD-8032PZ-M-00016;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - VALVULA DE SEGURANCA - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;0;;3;A4;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;02/03/2015 00:00:00;0;;;MEASURED_100;EVENTO 77;;1;GRDC-0452/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/78.xls
268;09035f5182231938;09035f518223192d;09035f518223192d;CURRENT|1.1;24/07/2015 17:01:54;1;excel8book;0;FD-8032PZ-M-00016_REV_1.XLS;FD-8032PZ-M-00016;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - VALVULA DE SEGURANCA - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;1;;2;A4;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;09/04/2015 00:00:00;0;;;MEASURED_100;EVENTO 77;;1;GRDC-0528/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/79.xls
269;09035f518223192e;0000000000000000;09035f518223192e;1.0;24/07/2015 17:01:55;0;excel8book;0;FD-8032PZ-M-00017_REV_0.XLS;FD-8032PZ-M-00017;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - CHAVE DE NIVEL - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;0;;3;A4;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;02/03/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 78;;1;GRDC-0452/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/7a.xls
270;09035f518223193a;09035f518223192e;09035f518223192e;1.1;24/07/2015 17:01:56;0;excel8book;0;FD-8032PZ-M-00017_REV_1.XLS;FD-8032PZ-M-00017;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - CHAVE DE NIVEL - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;1;;2;A4;;0000000000000000;;LD-832P-98-31060;;C;0;;;nulldate;nulldate;09/04/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 78;;1;GRDC-0528/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/7b.xls
271;09035f518223193c;09035f518223193a;09035f518223192e;CURRENT|1.2;24/07/2015 17:01:57;1;excel8book;0;FD-8032PZ-M-00017_REV_2.XLS;FD-8032PZ-M-00017;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - CHAVE DE NIVEL - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;M;0;0;;;2;;2;A4;;0000000000000000;;LD-832P-98-31060;;H;0;;;nulldate;nulldate;28/04/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 78;;1;GRDC-0588/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/7c.xls
272;09035f518223192f;0000000000000000;09035f518223192f;1.0;24/07/2015 17:01:58;0;excel8book;0;FD-8032PZ-E-00005_REV_0.XLS;FD-8032PZ-E-00005;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - VALVULA SOLENOIDE - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;E;0;0;;;0;;3;A4;;0000000000000000;XV-832C-0004|XV-832C-0003|XV-832C-0010|XV-832C-0009|XV-832C-0008|XV-832C-0007|XV-832C-0006|XV-832C-0005;LD-832P-98-31060;;B;0;;;nulldate;nulldate;04/12/2014 00:00:00;0;;;MEASURED_100;EVENTO 27;;0;GRDC-1783/14, CP, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/7e.xls
273;09035f518223193e;09035f518223192f;09035f518223192f;1.1;24/07/2015 17:01:59;0;excel8book;0;FD-8032PZ-E-00005_REV_1.XLS;FD-8032PZ-E-00005;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - VALVULA SOLENOIDE - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;E;0;0;;;1;;3;A4;;0000000000000000;XV-832C-0008|XV-832C-0009|XV-832C-0010|XV-832C-0007|XV-832C-0006|XV-832C-0005|XV-832C-0004|XV-832C-0003;LD-832P-98-31060;;B;0;;;nulldate;nulldate;15/01/2015 00:00:00;0;;;MEASURED_100;EVENTO 27;;0;GRDC-0182/15, CP, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/7f.xls
274;09035f5182231940;09035f518223193e;09035f518223192f;1.2|CURRENT;24/07/2015 17:02:00;1;excel8book;0;FD-8032PZ-E-00005_REV_2.XLS;FD-8032PZ-E-00005;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - VALVULA SOLENOIDE - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;E;0;0;;;2;;3;A4;;;XV-832C-0008|XV-832C-0009|XV-832C-0010|XV-832C-0007|XV-832C-0003|XV-832C-0004|XV-832C-0005|XV-832C-0006;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;09/04/2015 00:00:00;0;;;MEASURED_100;EVENTO 27;;1;GRDC-0528/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/80.xls
275;09035f5182231930;0000000000000000;09035f5182231930;1.0;24/07/2015 17:02:02;0;excel8book;0;FD-8032PZ-E-00006_REV_0.XLS;FD-8032PZ-E-00006;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - CONTROLADOR PROGRAMAVEL - MODULO DE ENTRADA E SAIDA DIGITAL - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;E;0;0;;;0;;2;A4;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;30/04/2015 00:00:00;0;;;MEASURED_PARTIAL;EVENTO 28;;1;GRDC-0528/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/81.xls
276;09035f5182231942;09035f5182231930;09035f5182231930;CURRENT|1.1;24/07/2015 17:02:03;1;excel8book;0;FD-8032PZ-E-00006_REV_1.XLS;FD-8032PZ-E-00006;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - CONTROLADOR PROGRAMAVEL - MODULO DE ENTRADA E SAIDA DIGITAL - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;E;0;0;;;1;;2;A4;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;15/04/2015 00:00:00;0;;;MEASURED_100;EVENTO 28;;1;GRDC-0588/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/82.xls
277;09035f5182231931;0000000000000000;09035f5182231931;1.0;24/07/2015 17:02:04;0;excel8book;0;FD-8032PZ-E-00007_REV_0.XLS;FD-8032PZ-E-00007;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTADOR PNEUMATICO AGLOMERANTE ORGANICO - MEDIDOR DE VAZAO TIPO TURBINA - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;E;0;0;;;0;;2;A4;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;03/12/2014 00:00:00;0;;;MEASURED_100;EVENTO 29;;0;GRDC-1783/14, CP, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/83.xls
278;09035f5182231944;09035f5182231931;09035f5182231931;1.1;24/07/2015 17:02:05;0;excel8book;0;FD-8032PZ-E-00007_REV_1.XLS;FD-8032PZ-E-00007;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTADOR PNEUMATICO AGLOMERANTE ORGANICO - MEDIDOR DE VAZAO TIPO TURBINA - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;E;0;0;;;1;;2;A4;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;15/01/2014 00:00:00;0;;;MEASURED_100;EVENTO 29;;1;GRDC-0182/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/84.xls
279;09035f5182231950;09035f5182231944;09035f5182231931;1.2;24/07/2015 17:02:06;0;excel8book;0;FD-8032PZ-E-00007_REV_2.XLS;FD-8032PZ-E-00007;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTADOR PNEUMATICO AGLOMERANTE ORGANICO - MEDIDOR DE VAZAO TIPO TURBINA - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;E;0;0;;;2;;2;A4;;0000000000000000;;LD-832P-98-31060;;C;0;;;nulldate;nulldate;19/02/2015 00:00:00;0;;;MEASURED_100;EVENTO 29;;1;GRDC-0265/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/85.xls
280;09035f5182231952;09035f5182231950;09035f5182231931;CURRENT|1.3;24/07/2015 17:02:06;1;excel8book;0;FD-8032PZ-E-00007_REV_3.XLS;FD-8032PZ-E-00007;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTADOR PNEUMATICO AGLOMERANTE ORGANICO - MEDIDOR DE VAZAO TIPO TURBINA - FOLHA DE DADOS - PROJETO BASICO;engdo_fd;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;E;0;0;;;3;;2;A4;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;09/04/2015 00:00:00;0;;;MEASURED_100;EVENTO 29;;1;GRDC-0528/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4c/86.xls
281;09035f5182231d69;0000000000000000;09035f5182231d69;1.0;24/07/2015 17:09:35;0;excel8book;0;LB-8332PZ-E-00004_REV_0.XLS;LB-8332PZ-E-00004;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - ELETRICOS AUTOMACAO INSTRUMENTACAO E REDE - LISTA DE CABOS - PROJETO BASICO;engdo_lb;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;E;0;0;;;0;;2;A4;;0000000000000000;;LD-832C-98-31030;;B;0;;;nulldate;nulldate;19/09/2014 00:00:00;0;;;MEASURED_100;EVENTO 1.5;;0;GRDC-1319/14, CP, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4e/df.xls
282;09035f5182231da8;09035f5182231d69;09035f5182231d69;1.1;24/07/2015 17:09:36;0;excel8book;0;LB-8332PZ-E-00004_REV_1.XLS;LB-8332PZ-E-00004;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - ELETRICA AUTOMACAO INSTRUMENTACAO E REDE - LISTA DE CABOS - PROJETO BASICO;engdo_lb;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;E;0;0;;;1;;12;A4;;0000000000000000;;LD-832C-98-31030;;C;0;;;nulldate;nulldate;14/10/2014 00:00:00;0;;;MEASURED_100;EVENTO 1.5;;1;GRDC-1378/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4e/e0.xls
283;09035f5182231daa;09035f5182231da8;09035f5182231d69;CURRENT|1.2;24/07/2015 17:09:37;1;excel8book;0;LB-8332PZ-E-00004_REV_2.XLS;LB-8332PZ-E-00004;LEGADO - V1.0.20150324;USINA 3 - SISTEMA DE DOSAGEM DE PERIDUR - ELETRICA AUTOMACAO INSTRUMENTACAO E REDE - LISTA DE CABOS - PROJETO BASICO;engdo_lb;PZ;FEL3;08035f51820be007;08035f518222b06f;08035f5181f60383;E;0;0;;;2;;12;A4;;;;LD-8000PZ-F-11000;;C;0;;;nulldate;nulldate;28/10/2014 00:00:00;0;;;MEASURED_100;EVENTO 1.5;;1;GRDC-1481/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4e/e1.xls
284;09035f5182231d6b;0000000000000000;09035f5182231d6b;1.0;24/07/2015 17:09:39;0;excel8book;0;LB-8032PZ-E-00005_REV_0.XLS;LB-8032PZ-E-00005;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - LISTA DE CABOS - PROJETO BASICO;engdo_lb;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;E;0;0;;;0;;4;A4;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;04/12/2014 00:00:00;0;;;MEASURED_100;EVENTO 34;;1;GRDC-1783/14, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4e/e3.xls
285;09035f5182231dac;09035f5182231d6b;09035f5182231d6b;1.1;24/07/2015 17:09:40;0;excel8book;0;LB-8032PZ-E-00005_REV_1.XLS;LB-8032PZ-E-00005;LEGADO - V1.0.20150324;USINAS 3 E 4 - TRANSPORTE PNEUMATICO AGLOMERANTE ORGANICO - LISTA DE CABOS - PROJETO BASICO;engdo_lb;PZ;FEL3;08035f51820be007;08035f518222b073;08035f5181f60295;E;0;0;;;1;;7;A4;;0000000000000000;;LD-832P-98-31060;;B;0;;;nulldate;nulldate;08/01/2015 00:00:00;0;;;MEASURED_100;EVENTO 34;;1;GRDC-0182/15, +, *;;;;;;;;;;;;;;;;/usr/software/documentum/fs_ged_engenharia_01/00035f51/80/84/4e/e4.xls
